,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
8788,13682,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8789,13684,1982.0,,,,,
8790,13685,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8791,13689,683.0,Lipids and lipid-like molecules,0.725,superclass,16.0,In silico
8792,13690,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8793,13691,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8794,13692,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8795,13694,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8796,13696,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8797,13697,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
8798,13698,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8799,13699,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8800,13701,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8801,13703,2636.0,,,,,
8802,13704,102.0,Lipids and lipid-like molecules,0.776056338028169,superclass,71.0,In silico
8803,13705,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8804,13706,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8805,13708,180.0,,,,,
8806,13709,795.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9571428571428571,subclass,7.0,In silico
8807,13710,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8808,13711,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8809,13713,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8810,13716,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8811,13722,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8812,13723,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8813,13724,526.0,,,,,
8814,13727,89.0,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
8815,13729,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8816,13731,330.0,,,,,
8817,13732,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8818,13733,891.0,Benzenoids,0.6666666666666666,superclass,3.0,In silico
8819,13736,783.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
8820,13737,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8821,13739,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8822,13740,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8823,13741,1249.0,Lipids and lipid-like molecules;Glycerolipids;Diradylglycerols,1.0,subclass,3.0,In silico
8824,13742,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8825,13743,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8826,13745,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8827,13746,1249.0,Lipids and lipid-like molecules;Glycerolipids;Diradylglycerols,1.0,subclass,3.0,In silico
8828,13747,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8829,13748,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8830,13750,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8831,13755,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8832,13757,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8833,13758,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8834,13763,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8835,13764,1947.0,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,In silico
8836,13766,683.0,Lipids and lipid-like molecules,0.725,superclass,16.0,In silico
8837,13768,180.0,,,,,
8838,13769,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8839,13773,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8840,13774,104.0,Lipids and lipid-like molecules;Prenol lipids,0.75,class,12.0,In silico
8841,13777,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8842,13781,1434.0,Benzenoids,0.6363636363636364,superclass,11.0,In silico
8843,13785,1911.0,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
8844,13786,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8845,13787,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8846,13788,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8847,13789,440.0,Lipids and lipid-like molecules,0.8021276595744681,superclass,47.0,In silico
8848,13790,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8849,13791,2119.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
8850,13792,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8851,13793,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8852,13794,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8853,13796,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8854,13797,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8855,13798,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8856,13805,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8857,13806,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8858,13807,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8859,13808,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8860,13810,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8861,13812,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8862,13814,446.0,Lipids and lipid-like molecules,0.875,superclass,40.0,In silico
8863,13817,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8864,13819,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8865,13820,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8866,13822,406.0,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
8867,13825,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8868,13829,96.0,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
8869,13829,96.0,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
8870,13830,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8871,13832,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8872,13833,2445.0,,,,,
8873,13838,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8874,13841,231.0,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,0.8272727272727273,subclass,11.0,In silico
8875,13842,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8876,13844,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8877,13845,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8878,13846,3328.0,,,,,
8879,13847,295.0,,,,,
8880,13848,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8881,13850,264.0,Lipids and lipid-like molecules;Prenol lipids,0.85,class,32.0,In silico
8882,13853,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8883,13855,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8884,13856,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8885,13857,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8886,13861,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8887,13862,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8888,13863,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8889,13864,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8890,13865,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8891,13867,85.0,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
8892,13869,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8893,13870,4201.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,In silico
8894,13872,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8895,13873,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8896,13874,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8897,13875,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8898,13876,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8899,13877,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8900,13881,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8901,13882,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8902,13884,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8903,13885,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8904,13887,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8905,13889,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8906,13893,174.0,Lipids and lipid-like molecules,0.9125,superclass,48.0,In silico
8907,13894,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8908,13895,1927.0,Organoheterocyclic compounds,0.6714285714285714,superclass,7.0,In silico
8909,13900,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8910,13901,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8911,13903,2636.0,,,,,
8912,13904,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8913,13905,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8914,13906,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8915,13908,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8916,13910,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8917,13917,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8918,13918,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8919,13921,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8920,13927,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8921,13928,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8922,13930,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8923,13938,453.0,Lipids and lipid-like molecules;Fatty Acyls,0.8333333333333334,class,6.0,In silico
8924,13939,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8925,13941,3172.0,,,,,
8926,13942,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8927,13943,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8928,13946,1513.0,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,1.0,subclass,1.0,In silico
8929,13947,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8930,13949,82.0,Lipids and lipid-like molecules;Sphingolipids,0.8692307692307693,class,13.0,In silico
8931,13950,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8932,13953,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8933,13956,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8934,13960,2894.0,Lipids and lipid-like molecules,1.1,superclass,5.0,In silico
8935,13963,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8936,13964,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8937,13965,85.0,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
8938,13968,25.0,,,,,
8939,13972,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8940,13979,1609.0,Lipids and lipid-like molecules;Fatty Acyls,1.0,class,1.0,In silico
8941,13981,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8942,13986,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8943,13987,102.0,Lipids and lipid-like molecules,0.776056338028169,superclass,71.0,In silico
8944,13988,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8945,13990,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8946,13992,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8947,13994,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
8948,14001,440.0,Lipids and lipid-like molecules,0.8021276595744681,superclass,47.0,In silico
8949,14002,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8950,14004,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8951,14007,2982.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
8952,14012,290.0,,,,15.0,In silico
8953,14014,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8954,14017,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8955,14018,47.0,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
8956,14020,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8957,14021,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8958,14023,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8959,14024,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8960,14025,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8961,14027,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8962,14029,463.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,0.7428571428571429,subclass,14.0,In silico
8963,14033,102.0,Lipids and lipid-like molecules,0.776056338028169,superclass,71.0,In silico
8964,14034,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8965,14042,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8966,14044,47.0,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
8967,14045,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8968,14047,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8969,14049,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8970,14059,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8971,14060,440.0,Lipids and lipid-like molecules,0.8021276595744681,superclass,47.0,In silico
8972,14061,330.0,,,,,
8973,14063,96.0,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
8974,14063,96.0,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
8975,14067,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8976,14071,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8977,14074,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8978,14076,2825.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,2.0,In silico
8979,14077,160.0,Organic acids and derivatives;Carboxylic acids and derivatives,0.7142857142857143,class,7.0,In silico
8980,14079,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8981,14083,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8982,14084,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8983,14086,1751.0,Lipids and lipid-like molecules;Glycerolipids;Diradylglycerols,1.0,subclass,1.0,In silico
8984,14092,191.0,Lipids and lipid-like molecules,0.6,superclass,12.0,In silico
8985,14096,95.0,Lipids and lipid-like molecules,0.7142857142857143,superclass,14.0,In silico
8986,14099,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8987,14101,291.0,Lipids and lipid-like molecules,0.5714285714285714,superclass,7.0,In silico
8988,14102,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
8989,14103,85.0,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
8990,14104,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8991,14113,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8992,14116,2379.0,,,,,
8993,14117,124.0,Benzenoids;Benzene and substituted derivatives;Toluenes,1.0743589743589743,subclass,39.0,In silico
8994,14119,191.0,Lipids and lipid-like molecules,0.6,superclass,12.0,In silico
8995,14120,406.0,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
8996,14122,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8997,14123,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8998,14124,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
8999,14128,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9000,14130,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9001,14133,85.0,Organic oxygen compounds,0.6977011494252874,superclass,87.0,In silico
9002,14136,1501.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,10.0,In silico
9003,14141,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9004,14143,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9005,14144,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9006,14146,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9007,14147,2814.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
9008,14149,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9009,14151,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9010,14152,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9011,14153,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9012,14154,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9013,14155,420.0,Lipids and lipid-like molecules;Steroids and steroid derivatives;Androstane steroids,0.7666666666666666,subclass,3.0,In silico
9014,14161,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9015,14167,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9016,14168,2136.0,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,1.0,subclass,2.0,In silico
9017,14170,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9018,14173,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9019,14179,2854.0,Organic acids and derivatives,0.6666666666666666,superclass,3.0,In silico
9020,14182,250.0,Organic acids and derivatives,0.6,superclass,10.0,In silico
9021,14184,82.0,Lipids and lipid-like molecules;Sphingolipids,0.8692307692307693,class,13.0,In silico
9022,14186,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9023,14188,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9024,14190,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9025,14191,440.0,Lipids and lipid-like molecules,0.8021276595744681,superclass,47.0,In silico
9026,14196,3856.0,,,,,
9027,14202,174.0,Lipids and lipid-like molecules,0.9125,superclass,48.0,In silico
9028,14205,2273.0,Organoheterocyclic compounds;Lactams,1.0,class,1.0,In silico
9029,14208,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9030,14209,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9031,14210,96.0,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
9032,14210,96.0,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
9033,14211,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9034,14213,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9035,14218,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
9036,14219,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9037,14221,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9038,14226,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9039,14230,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9040,14231,2917.0,,,,,
9041,14233,1313.0,Lipids and lipid-like molecules,1.1,superclass,5.0,In silico
9042,14239,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9043,14240,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9044,14242,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9045,14243,214.0,Organic acids and derivatives,0.625,superclass,16.0,In silico
9046,14245,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9047,14248,155.0,"Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",1.0,subclass,1.0,In silico
9048,14249,514.0,Organic acids and derivatives,0.5285714285714286,superclass,7.0,In silico
9049,14250,262.0,,,,,
9050,14252,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9051,14257,1927.0,Organoheterocyclic compounds,0.6714285714285714,superclass,7.0,In silico
9052,14263,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9053,14266,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9054,14267,1987.0,,,,,
9055,14270,685.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8647058823529411,subclass,17.0,In silico
9056,14272,2063.0,"Nucleosides, nucleotides, and analogues;5'-deoxyribonucleosides;5'-deoxy-5'-thionucleosides",1.0,subclass,2.0,In silico
9057,14274,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9058,14275,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9059,14277,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9060,14280,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9061,14282,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9062,14284,2725.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
9063,14285,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9064,14289,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9065,14291,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9066,14292,2863.0,Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids,0.7666666666666666,subclass,3.0,In silico
9067,14293,102.0,Lipids and lipid-like molecules,0.776056338028169,superclass,71.0,In silico
9068,14296,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9069,14297,417.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0,subclass,4.0,In silico
9070,14300,43.0,Lipids and lipid-like molecules,0.8575757575757575,superclass,33.0,In silico
9071,14301,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
9072,14302,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9073,14307,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9074,14309,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9075,14314,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9076,14319,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9077,14320,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9078,14322,98.0,Organic acids and derivatives,0.5761904761904761,superclass,21.0,In silico
9079,14322,98.0,Lipids and lipid-like molecules,0.5761904761904761,superclass,21.0,In silico
9080,14323,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9081,14325,488.0,Lipids and lipid-like molecules,0.9333333333333333,superclass,6.0,In silico
9082,14326,2492.0,,,,,
9083,14329,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9084,14334,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
9085,14335,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9086,14338,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9087,14339,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9088,14341,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9089,14343,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9090,14350,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9091,14353,96.0,Organic acids and derivatives,0.6116279069767442,superclass,86.0,In silico
9092,14353,96.0,Lipids and lipid-like molecules,0.5534883720930233,superclass,86.0,In silico
9093,14354,174.0,Lipids and lipid-like molecules,0.9125,superclass,48.0,In silico
9094,14356,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
9095,14357,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
