,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
324,341,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
325,342,1553.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,4.0,In silico
326,343,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
327,344,337.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
328,345,458.0,,,,,
329,346,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
330,347,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
331,348,526.0,,,,,
332,349,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
333,350,3360.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,2.0,In silico
334,351,1255.0,,,,,
335,352,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
336,353,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
337,354,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
338,355,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
339,356,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
340,357,142.0,Organoheterocyclic compounds,1.1,superclass,16.0,In silico
341,358,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
342,359,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
343,360,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
344,361,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
345,362,484.0,Organic acids and derivatives,0.6785714285714286,superclass,28.0,In silico
346,363,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
347,364,503.0,,,,,
348,365,378.0,Lipids and lipid-like molecules,0.5090909090909091,superclass,22.0,In silico
349,366,1166.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.8,subclass,5.0,In silico
350,367,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
351,368,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
352,369,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
353,370,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
354,371,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
355,373,332.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8384615384615385,subclass,65.0,In silico
356,374,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
357,375,4311.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,1.0,In silico
358,376,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
359,377,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
360,378,1213.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,2.0,In silico
361,379,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
362,380,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
363,381,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
364,382,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
365,383,142.0,Organoheterocyclic compounds,1.1,superclass,16.0,In silico
366,384,2113.0,,,,,
367,385,831.0,Lipids and lipid-like molecules,0.7666666666666666,superclass,6.0,In silico
368,387,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
369,388,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
370,389,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
371,390,2077.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,5.0,In silico
372,391,9.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.8235294117647058,subclass,34.0,In silico
373,392,2186.0,"Lignans, neolignans and related compounds",1.1,superclass,2.0,In silico
374,393,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
375,394,1258.0,Lipids and lipid-like molecules,0.7142857142857143,superclass,7.0,In silico
376,395,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
377,396,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
378,397,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
379,398,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
380,399,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
381,400,1063.0,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,0.8,subclass,5.0,In silico
382,401,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
383,402,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
384,403,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
385,404,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
386,405,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
387,406,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
388,407,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
389,409,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
390,410,577.0,Lipids and lipid-like molecules;Fatty Acyls,0.725,class,8.0,In silico
391,411,413.0,Organic acids and derivatives,0.6,superclass,8.0,In silico
392,412,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
393,413,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
394,415,1468.0,Lipids and lipid-like molecules;Steroids and steroid derivatives,1.0,class,2.0,In silico
395,418,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
396,419,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
397,420,632.0,,,,,
398,421,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
399,422,112.0,Lipids and lipid-like molecules;Sphingolipids,1.0230769230769232,class,13.0,In silico
400,423,474.0,Lipids and lipid-like molecules,0.75,superclass,4.0,In silico
401,424,944.0,,,,,
402,425,2244.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.1,subclass,5.0,In silico
403,426,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
404,427,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
405,428,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
406,429,699.0,Organic acids and derivatives,1.1,superclass,2.0,In silico
407,430,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
408,431,100.0,Lipids and lipid-like molecules,0.6,superclass,86.0,In silico
409,431,100.0,Organic acids and derivatives,0.5302325581395348,superclass,86.0,In silico
410,432,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
411,433,332.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8384615384615385,subclass,65.0,In silico
412,434,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
413,435,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
414,437,565.0,Organic nitrogen compounds;Organonitrogen compounds,1.1,class,19.0,In silico
415,438,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
416,439,3546.0,Lipids and lipid-like molecules;Glycerolipids;Diradylglycerols,1.0,subclass,3.0,In silico
417,441,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
418,442,225.0,Organoheterocyclic compounds;Azoles,1.0,class,2.0,In silico
419,443,405.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0534883720930233,subclass,43.0,In silico
420,444,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
421,445,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
422,446,395.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,1.0,subclass,2.0,In silico
423,447,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
424,448,181.0,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
425,449,65.0,Lipids and lipid-like molecules;Sphingolipids,1.1,class,2.0,In silico
426,450,1059.0,Organic acids and derivatives;Carboxylic acids and derivatives,0.85,class,4.0,In silico
427,451,2583.0,Organoheterocyclic compounds;Diazines,1.0,class,3.0,In silico
428,452,40.0,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
429,453,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
430,454,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
431,455,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
432,456,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
433,457,964.0,,,,,
434,459,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
435,461,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
436,462,661.0,Organic acids and derivatives,0.6538461538461539,superclass,26.0,In silico
437,463,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
438,464,359.0,,,,,
439,465,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
440,466,1102.0,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,1.0,subclass,1.0,In silico
441,467,497.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
442,468,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
443,469,484.0,Organic acids and derivatives,0.6785714285714286,superclass,28.0,In silico
444,471,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
445,472,2908.0,,,,,
446,473,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
447,474,405.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0534883720930233,subclass,43.0,In silico
448,475,2052.0,,,,,
449,476,1696.0,Organic acids and derivatives,0.6666666666666666,superclass,3.0,In silico
450,477,1223.0,Lipids and lipid-like molecules,0.6,superclass,5.0,In silico
451,478,382.0,,,,,
452,479,594.0,Lipids and lipid-like molecules,0.9,superclass,20.0,In silico
453,480,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
454,481,222.0,Lipids and lipid-like molecules;Sphingolipids,0.8297297297297297,class,74.0,In silico
455,482,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
456,483,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
457,484,2019.0,Lipids and lipid-like molecules;Glycerolipids,1.1,class,2.0,In silico
458,485,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
459,486,89.0,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
460,487,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
461,488,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
462,489,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
463,490,36.0,Lipids and lipid-like molecules,0.6,superclass,4.0,In silico
464,491,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
465,492,1811.0,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,1.1,subclass,3.0,In silico
466,493,1105.0,Lipids and lipid-like molecules,0.85,superclass,8.0,In silico
467,494,1258.0,Lipids and lipid-like molecules,0.7142857142857143,superclass,7.0,In silico
468,495,3213.0,,,,,
469,496,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
470,497,1011.0,Organohalogen compounds;Alkyl halides;Alkyl chlorides,1.1,subclass,2.0,In silico
471,498,46.0,Lipids and lipid-like molecules;Glycerolipids;Glycosylglycerols,0.7853932584269663,subclass,89.0,In silico
472,499,169.0,,,,,
473,500,181.0,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
474,501,972.0,Benzenoids;Benzene and substituted derivatives;Phenylmethylamines,1.1,subclass,2.0,In silico
475,502,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
476,503,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
477,504,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
478,505,2577.0,,,,,
479,506,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
480,507,3582.0,,,,,
481,508,318.0,Lipids and lipid-like molecules;Sphingolipids,0.9,class,25.0,In silico
482,511,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
483,512,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
484,513,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
485,514,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
486,515,405.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0534883720930233,subclass,43.0,In silico
487,516,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
488,517,1015.0,Organic acids and derivatives,0.6666666666666666,superclass,6.0,In silico
489,518,3444.0,Lipids and lipid-like molecules;Fatty Acyls,0.85,class,4.0,In silico
490,519,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
491,520,223.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,16.0,In silico
492,521,186.0,,,,,
493,522,359.0,,,,,
494,523,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
495,524,311.0,Lipids and lipid-like molecules;Prenol lipids,0.975,class,8.0,In silico
496,525,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
497,526,3406.0,,,,2.0,In silico
498,527,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
499,528,497.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9181818181818182,subclass,22.0,In silico
500,529,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
501,530,1651.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9,subclass,5.0,In silico
502,531,363.0,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9823529411764705,subclass,17.0,In silico
503,532,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
504,533,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
505,534,81.0,Lipids and lipid-like molecules;Prenol lipids,0.8461538461538461,class,13.0,In silico
506,535,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
507,536,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
508,538,524.0,,,,,
509,539,89.0,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
510,540,659.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.0,subclass,2.0,In silico
511,541,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
512,542,115.0,Lipids and lipid-like molecules,1.0824561403508772,superclass,57.0,In silico
513,543,337.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
514,544,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
515,546,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
516,547,7.0,Lipids and lipid-like molecules,0.9936170212765957,superclass,94.0,In silico
517,548,1064.0,Lipids and lipid-like molecules,0.9,superclass,5.0,In silico
518,549,709.0,Organic nitrogen compounds,0.6666666666666666,superclass,15.0,In silico
