experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,7979,-1,NA,NA,NA,Organoheterocyclic compounds,Triazines,Aminotriazines,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7980,405,NA,NA,NA,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides,Benzenoids,Benzene and substituted derivatives,NA,405,no matches,no matches,no matches,Stilbene glycosides,0.7666666666666666,subclass,6,In silico
dataset1_smallNetsFP,7981,180,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,180,no matches,no matches,no matches,Tricarboxylic acids and derivatives,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,7982,3444,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,3444,no matches,no matches,no matches,Pyrimidines and pyrimidine derivatives,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,7983,3373,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,3373,no matches,no matches,no matches,Azoles,1.1,class,2,In silico
dataset1_smallNetsFP,7984,4983,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,4983,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7985,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7986,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7987,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7988,1719,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1719,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7989,214,NA,NA,NA,NA,NA,NA,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,214,Phenylpropanoids and polyketides,Stilbenes,nan,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7990,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7991,1978,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,1978,no matches,no matches,no matches,Organic acids and derivatives,0.6,superclass,6,In silico
dataset1_smallNetsFP,7992,-1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7993,2250,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2250,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,7994,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7995,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7996,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7997,62,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,62,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6,superclass,35,In silico
dataset1_smallNetsFP,7998,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,7999,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8000,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Oxanes,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8001,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8002,853,NA,NA,NA,Benzenoids,Phenols,Benzenediols,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,853,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8003,329,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,329,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8004,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8005,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8006,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,8007,7922,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7922,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
