experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,15247,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15248,980,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",980,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15249,3590,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,3590,no matches,no matches,no matches,Hydroxy acids and derivatives,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,15250,6244,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,NA,NA,6244,no matches,no matches,no matches,Fatty Acyls,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,15251,283,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,283,no matches,no matches,no matches,Organic oxygen compounds,0.5238095238095238,superclass,21,In silico
dataset1_smallNetsFP,15252,274,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,274,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15253,3657,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,3657,no matches,no matches,no matches,Fatty acid esters,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,15254,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15255,2923,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,2923,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15256,74,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",74,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15257,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15258,875,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,875,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6333333333333333,superclass,15,In silico
dataset1_smallNetsFP,15259,2123,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,Benzenoids,Benzene and substituted derivatives,NA,2123,no matches,no matches,no matches,Ethers,1.1,subclass,2,In silico
dataset1_smallNetsFP,15260,925,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,925,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15261,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15262,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15263,159,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",159,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15264,3408,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15265,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15266,3408,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15267,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15268,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15269,5481,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,5481,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15270,870,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",870,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15271,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15272,3010,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,3010,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15273,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15274,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15275,2003,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2003,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15276,170,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,170,no matches,no matches,no matches,Organic acids and derivatives,0.65,superclass,20,In silico
dataset1_smallNetsFP,15277,4950,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,4950,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15278,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15279,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15280,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15281,1077,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,1077,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15282,310,NA,NA,NA,N/A,N/A,N/A,Organophosphorus compounds,Organothiophosphorus compounds,NA,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,15283,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15284,391,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,391,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5714285714285714,superclass,14,In silico
dataset1_smallNetsFP,15285,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15286,363,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Sphingolipids,Ceramides,363,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Lipids and lipid-like molecules,0.9461538461538461,superclass,26,In silico
dataset1_smallNetsFP,15287,369,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",369,no matches,no matches,no matches,Organic acids and derivatives,0.5483870967741935,superclass,31,In silico
dataset1_smallNetsFP,15288,3554,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,3554,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Lipids and lipid-like molecules,1.1,superclass,5,In silico
dataset1_smallNetsFP,15289,764,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",764,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1,subclass,9,In silico
dataset1_smallNetsFP,15290,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15291,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15292,-1,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,N/A,N/A,N/A,NA,NA,NA,-1,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15293,141,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",141,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15294,380,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15295,1059,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1059,no matches,no matches,no matches,Carboxylic acids and derivatives,0.85,class,4,In silico
dataset1_smallNetsFP,15296,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15297,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15298,28,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",28,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.85,subclass,12,In silico
dataset1_smallNetsFP,15299,86,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",86,no matches,no matches,no matches,Organic acids and derivatives,0.6806451612903226,superclass,31,In silico
dataset1_smallNetsFP,15300,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15301,484,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,484,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15302,391,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",391,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5714285714285714,superclass,14,In silico
dataset1_smallNetsFP,15303,271,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,271,no matches,no matches,no matches,Organic acids and derivatives,0.5769230769230769,superclass,26,In silico
dataset1_smallNetsFP,15304,4185,NA,NA,NA,NA,NA,NA,Phenylpropanoids and polyketides,Macrolides and analogues,NA,4185,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15305,2348,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,2348,no matches,no matches,no matches,Lipids and lipid-like molecules,0.9,superclass,5,In silico
dataset1_smallNetsFP,15306,4630,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",4630,no matches,no matches,no matches,Steroids and steroid derivatives,1.1,class,2,In silico
dataset1_smallNetsFP,15307,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15308,1091,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,Prenol lipids,NA,1091,no matches,no matches,no matches,Fatty Acyls,0.725,class,8,In silico
dataset1_smallNetsFP,15309,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15310,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15311,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15312,484,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,484,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15313,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15314,243,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",243,no matches,no matches,no matches,Organic acids and derivatives,0.7086956521739131,superclass,23,In silico
dataset1_smallNetsFP,15315,2172,N/A,N/A,N/A,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,NA,2172,no matches,no matches,no matches,Prenol lipids,1.1,class,3,In silico
dataset1_smallNetsFP,15316,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15317,505,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,505,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15318,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15319,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15320,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15321,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15322,3467,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3467,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15323,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15324,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15325,-1,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15326,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15327,674,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,674,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,0.8878787878787878,subclass,33,In silico
dataset1_smallNetsFP,15328,7216,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,7216,no matches,no matches,no matches,Alcohols and polyols,1.1,subclass,2,In silico
dataset1_smallNetsFP,15329,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15330,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15331,3995,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,3995,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15332,380,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,380,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15333,1323,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Lipids and lipid-like molecules,Prenol lipids,NA,1323,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15334,-1,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15335,3503,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,3503,no matches,no matches,no matches,Lipids and lipid-like molecules,0.85,superclass,4,In silico
dataset1_smallNetsFP,15336,169,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,169,no matches,no matches,no matches,Organic oxygen compounds,0.52,superclass,25,In silico
dataset1_smallNetsFP,15337,1328,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,1328,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15338,1306,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,1306,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15339,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15340,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15341,764,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",764,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1,subclass,9,In silico
dataset1_smallNetsFP,15342,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15343,4632,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,4632,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15344,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15345,-1,NA,NA,NA,N/A,N/A,N/A,Benzenoids,Phenol ethers,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15346,33,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",33,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,3,In silico
dataset1_smallNetsFP,15347,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15348,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15349,3621,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3621,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,15350,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15351,144,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,144,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15352,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15353,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15354,243,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",243,no matches,no matches,no matches,Organic acids and derivatives,0.7086956521739131,superclass,23,In silico
dataset1_smallNetsFP,15355,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15356,4680,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,4680,no matches,no matches,no matches,Diterpenoids,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,15357,327,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,327,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6666666666666666,superclass,3,In silico
dataset1_smallNetsFP,15358,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15359,3085,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,3085,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15360,-1,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15361,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15362,511,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,511,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15363,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15364,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15365,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15366,308,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",308,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.85,subclass,8,In silico
dataset1_smallNetsFP,15367,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15368,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15369,3695,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,3695,no matches,no matches,no matches,Fatty amides,1.1,subclass,2,In silico
dataset1_smallNetsFP,15370,4709,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Lactones,Delta valerolactones,4709,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,2,In silico
dataset1_smallNetsFP,15371,5421,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,5421,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15372,657,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,657,no matches,no matches,no matches,Organic acids and derivatives,0.5714285714285714,superclass,7,In silico
dataset1_smallNetsFP,15373,348,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,348,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15374,20,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",20,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,In silico
dataset1_smallNetsFP,15375,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,15376,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
